level,datetime
INFO,2013-3-8 18:36:07
DEBUG,2014-11-18 07:04:05
INFO,2017-6-22 14:30:23
DEBUG,2016-12-13 11:37:40
DEBUG,2016-2-26 18:38:12
DEBUG,2013-4-11 21:05:18
INFO,2012-1-8 02:23:54
ERROR,2016-9-22 05:02:28
DEBUG,2016-1-16 05:36:54
INFO,2013-10-24 09:07:36
DEBUG,2017-2-25 13:19:24
DEBUG,2012-5-8 23:09:35
WARN,2017-10-25 02:04:36
INFO,2015-2-25 00:41:16
DEBUG,2016-3-28 00:31:43
DEBUG,2012-2-1 12:26:20
DEBUG,2013-2-25 14:07:02
DEBUG,2017-8-11 04:40:05
INFO,2015-1-17 19:39:11
INFO,2016-8-5 10:27:47
INFO,2014-4-4 01:07:29
INFO,2017-10-25 16:01:49
INFO,2012-12-27 16:22:14
DEBUG,2013-3-18 09:50:48
INFO,2013-11-22 12:54:26
INFO,2013-11-7 08:28:08
FATAL,2015-11-2 04:10:03
DEBUG,2016-1-19 13:14:24
DEBUG,2017-3-20 03:03:34
DEBUG,2012-2-24 05:23:27
DEBUG,2014-8-20 22:44:52
INFO,2015-9-26 01:51:23
DEBUG,2012-8-27 20:22:52
INFO,2015-9-11 11:58:46
WARN,2017-8-18 14:23:32
INFO,2016-5-5 00:27:12
INFO,2015-7-4 08:58:57
DEBUG,2012-9-1 17:53:31
INFO,2016-3-6 12:03:49
DEBUG,2015-7-21 13:19:53
DEBUG,2012-8-2 20:00:46
INFO,2016-1-21 22:18:24
INFO,2012-9-25 13:05:56
DEBUG,2012-12-3 18:42:57
DEBUG,2012-6-27 22:10:40
DEBUG,2016-8-12 08:04:49
INFO,2014-5-25 00:55:54
DEBUG,2016-1-20 00:30:44
FATAL,2012-11-28 16:28:00
INFO,2017-12-9 08:08:01
DEBUG,2015-10-12 12:51:20
DEBUG,2013-7-4 17:35:52
DEBUG,2017-4-9 23:17:53
DEBUG,2012-4-9 08:10:59
DEBUG,2014-1-13 01:17:59
FATAL,2012-11-24 09:08:29
INFO,2016-9-25 22:09:58
INFO,2016-5-28 10:10:52
DEBUG,2015-2-19 22:51:29
DEBUG,2016-2-15 01:48:14
DEBUG,2017-9-10 13:07:32
DEBUG,2017-5-9 13:39:52
INFO,2016-4-7 05:50:22
INFO,2015-9-3 10:27:05
DEBUG,2012-2-21 01:30:10
INFO,2014-12-6 21:55:22
DEBUG,2017-12-5 04:58:31
DEBUG,2016-10-8 07:10:33
DEBUG,2016-12-25 07:23:37
DEBUG,2014-5-18 17:08:57
INFO,2016-1-28 10:35:13
INFO,2016-3-1 14:04:40
INFO,2017-5-21 06:14:26
DEBUG,2013-10-14 05:24:20
DEBUG,2012-7-11 09:19:21
WARN,2012-12-26 16:03:25
DEBUG,2017-5-23 07:53:12
FATAL,2017-10-6 02:39:00
INFO,2014-7-27 12:23:18
INFO,2016-3-24 19:20:40
FATAL,2013-11-6 19:55:14
DEBUG,2017-3-27 22:00:47
INFO,2012-2-9 03:49:20
DEBUG,2012-5-15 07:02:58
DEBUG,2014-3-13 08:48:19
WARN,2015-9-21 22:12:45
DEBUG,2017-5-13 05:37:51
DEBUG,2015-3-21 14:13:37
INFO,2013-3-20 05:37:45
DEBUG,2017-4-18 10:36:57
DEBUG,2014-3-25 18:51:48
INFO,2013-12-28 06:53:24
INFO,2012-9-7 17:03:08
WARN,2014-4-26 18:32:08
DEBUG,2012-6-27 05:04:30
DEBUG,2017-10-28 22:47:32
INFO,2012-2-2 00:50:49
DEBUG,2012-2-16 03:20:26
WARN,2013-12-3 20:18:46
INFO,2016-6-20 02:16:40
INFO,2016-5-25 07:18:53
INFO,2015-7-9 02:00:21
WARN,2014-1-3 20:15:12
DEBUG,2014-12-1 03:10:58
INFO,2017-6-13 03:01:40
WARN,2014-8-14 20:29:44
ERROR,2012-10-18 02:08:57
INFO,2012-9-23 13:48:23
DEBUG,2015-3-4 16:41:46
DEBUG,2016-12-21 22:41:45
ERROR,2016-2-4 13:47:04
DEBUG,2014-4-22 07:15:13
DEBUG,2015-8-4 06:42:27
DEBUG,2015-5-19 11:20:25
INFO,2015-5-23 23:46:45
INFO,2016-6-19 12:11:38
INFO,2013-12-28 20:34:25
INFO,2012-3-26 04:14:22
INFO,2012-10-1 03:47:13
DEBUG,2015-9-24 18:39:52
DEBUG,2016-11-7 02:26:49
DEBUG,2015-10-10 01:43:27
INFO,2016-5-5 11:01:53
INFO,2015-8-15 21:11:41
INFO,2014-7-14 18:49:07
DEBUG,2017-9-14 04:36:46
DEBUG,2012-3-20 03:02:27
INFO,2014-2-19 11:09:13
INFO,2015-3-1 12:57:01
INFO,2013-12-25 21:18:18
INFO,2013-3-10 21:30:54
INFO,2017-10-6 05:18:06
INFO,2017-1-22 03:01:40
INFO,2014-7-28 08:21:56
DEBUG,2016-10-11 05:50:22
DEBUG,2014-3-14 06:28:12
ERROR,2014-2-24 04:54:28
WARN,2017-8-19 06:33:51
DEBUG,2014-8-22 03:29:07
DEBUG,2016-9-23 01:59:32
DEBUG,2016-11-22 12:31:46
DEBUG,2015-11-1 14:13:22
DEBUG,2015-10-11 11:46:49
INFO,2013-3-5 22:53:59
DEBUG,2015-12-4 10:15:17
INFO,2014-7-17 19:27:51
WARN,2014-2-5 16:55:27
ERROR,2015-5-20 14:31:14
DEBUG,2012-2-16 23:44:01
DEBUG,2017-7-7 23:11:35
DEBUG,2013-8-23 01:33:40
WARN,2016-3-12 11:32:03
DEBUG,2015-8-16 06:32:27
DEBUG,2014-9-25 01:31:50
WARN,2014-3-7 17:47:39
ERROR,2017-12-19 16:09:13
INFO,2014-1-18 12:17:40
DEBUG,2017-7-16 07:46:01
DEBUG,2017-11-8 10:03:53
ERROR,2015-10-12 22:36:37
DEBUG,2016-10-4 09:01:17
INFO,2017-11-18 23:22:42
DEBUG,2013-6-19 22:30:45
INFO,2015-2-4 02:00:57
INFO,2013-10-5 15:34:19
ERROR,2017-1-17 15:10:09
DEBUG,2015-2-20 09:27:39
DEBUG,2016-6-2 20:45:05
INFO,2013-6-2 04:45:33
WARN,2014-12-9 06:47:07
WARN,2015-6-26 17:38:38
DEBUG,2017-7-23 10:18:28
DEBUG,2014-8-7 02:55:15
INFO,2014-12-20 19:26:53
DEBUG,2014-12-15 06:38:14
DEBUG,2013-12-8 10:31:03
INFO,2016-7-17 15:36:46
DEBUG,2017-3-18 09:57:28
DEBUG,2015-9-21 22:32:54
DEBUG,2012-8-27 12:24:46
WARN,2017-3-11 22:12:01
DEBUG,2015-11-13 10:47:33
DEBUG,2012-2-9 14:20:22
INFO,2015-10-1 22:46:36
DEBUG,2017-2-25 18:58:32
DEBUG,2016-4-19 16:51:29
ERROR,2015-1-26 10:58:34
INFO,2012-10-21 23:42:44
DEBUG,2012-10-12 12:05:15
INFO,2016-3-7 08:18:54
INFO,2017-1-12 02:10:46
DEBUG,2016-8-18 02:06:46
DEBUG,2012-5-7 02:33:01
INFO,2013-1-24 06:48:17
DEBUG,2012-1-3 15:24:44
DEBUG,2017-4-16 17:16:20
ERROR,2017-4-20 11:01:08
INFO,2015-7-1 10:01:22
INFO,2013-11-8 01:08:53
DEBUG,2014-3-23 22:05:05
INFO,2015-3-18 06:13:48
INFO,2017-10-5 23:00:32
INFO,2012-12-24 17:39:15
DEBUG,2017-12-16 12:55:18
DEBUG,2012-5-26 01:58:40
DEBUG,2016-10-5 00:37:45
DEBUG,2013-7-15 19:41:58
WARN,2013-2-9 15:52:15
ERROR,2014-10-3 01:16:18
FATAL,2014-11-15 11:27:56
INFO,2016-12-21 16:46:49
WARN,2017-2-21 00:06:55
DEBUG,2013-9-26 09:34:13
INFO,2016-3-4 17:33:13
DEBUG,2012-11-27 16:39:58
INFO,2017-4-3 08:52:18
WARN,2017-10-23 18:27:02
WARN,2015-6-10 03:36:30
INFO,2013-8-10 08:38:09
DEBUG,2013-11-10 10:44:37
DEBUG,2014-8-1 16:49:38
DEBUG,2016-10-17 00:14:49
INFO,2012-11-19 06:08:15
DEBUG,2016-3-12 09:08:12
DEBUG,2016-9-4 21:57:34
DEBUG,2012-3-26 07:37:12
INFO,2016-8-26 13:22:39
DEBUG,2013-3-16 09:28:57
DEBUG,2016-12-16 13:40:01
INFO,2013-1-3 10:30:35
WARN,2012-4-9 19:49:50
DEBUG,2013-6-26 00:08:26
INFO,2014-3-24 02:47:54
INFO,2012-7-9 10:29:12
WARN,2016-4-26 01:19:15
ERROR,2015-4-14 20:38:33
WARN,2015-10-27 19:35:54
DEBUG,2013-2-21 16:32:25
INFO,2016-8-8 20:51:25
INFO,2015-10-10 13:31:49
WARN,2016-3-3 21:06:37
WARN,2012-6-8 23:40:20
DEBUG,2015-2-21 06:55:47
WARN,2015-8-2 06:32:56
DEBUG,2013-5-27 00:31:58
DEBUG,2017-12-9 23:34:48
ERROR,2012-5-16 15:53:02
WARN,2014-8-19 23:57:06
INFO,2012-9-11 15:43:00
DEBUG,2015-9-21 23:06:34
DEBUG,2012-12-17 02:14:38
DEBUG,2015-7-2 07:25:26
INFO,2017-7-16 18:32:43
INFO,2014-4-9 20:01:03
DEBUG,2013-9-18 23:23:13
DEBUG,2012-3-24 01:12:48
DEBUG,2012-10-23 23:43:59
INFO,2013-5-13 16:35:59
DEBUG,2015-7-11 10:03:44
INFO,2017-6-14 13:26:13
INFO,2013-7-11 21:02:14
DEBUG,2015-2-25 09:01:45
DEBUG,2015-7-11 16:11:18
WARN,2013-10-14 11:39:57
DEBUG,2014-8-27 02:50:35
INFO,2017-6-8 00:06:55
DEBUG,2017-1-2 09:29:48
DEBUG,2013-1-28 11:14:10
INFO,2016-11-11 13:06:29
DEBUG,2016-3-3 06:07:45
DEBUG,2013-12-15 07:36:09
WARN,2013-3-15 14:57:10
INFO,2015-10-5 04:53:11
INFO,2013-2-5 00:25:33
INFO,2016-6-4 05:57:33
INFO,2012-6-3 17:56:02
WARN,2012-12-7 21:16:44
INFO,2017-3-25 03:56:50
INFO,2012-8-24 20:46:20
DEBUG,2016-5-14 12:08:18
DEBUG,2013-8-12 14:34:20
INFO,2015-5-12 02:29:51
INFO,2013-12-14 20:01:28
DEBUG,2016-2-18 11:31:18
DEBUG,2014-12-27 02:36:20
DEBUG,2017-8-14 00:04:20
WARN,2012-2-6 19:40:52
DEBUG,2013-3-1 09:20:43
INFO,2013-4-28 22:10:34
DEBUG,2012-10-25 03:41:47
ERROR,2013-2-10 08:35:03
INFO,2014-6-8 09:05:16
INFO,2013-3-19 03:13:54
INFO,2014-4-13 23:30:18
DEBUG,2013-8-8 17:45:21
WARN,2012-4-1 13:24:14
WARN,2017-2-22 15:23:04
ERROR,2012-3-6 23:53:12
INFO,2014-12-19 13:13:34
DEBUG,2016-4-11 07:52:50
DEBUG,2013-12-3 16:07:51
WARN,2016-4-10 08:48:03
DEBUG,2012-7-9 08:11:42
DEBUG,2013-4-17 03:27:52
DEBUG,2015-10-16 16:22:38
INFO,2016-6-1 10:09:10
DEBUG,2012-8-19 16:58:30
DEBUG,2012-11-26 09:15:38
DEBUG,2012-2-14 00:44:09
WARN,2015-3-7 05:29:11
ERROR,2012-7-4 19:30:13
INFO,2012-9-24 13:55:46
INFO,2016-8-5 13:30:00
INFO,2012-2-28 09:20:24
DEBUG,2015-4-19 14:18:59
ERROR,2014-7-13 15:51:27
DEBUG,2017-2-22 04:41:54
INFO,2017-6-19 19:50:02
INFO,2016-5-2 20:40:47
INFO,2013-9-4 18:23:09
DEBUG,2015-10-6 16:23:17
INFO,2014-7-13 03:10:56
WARN,2017-4-25 08:35:12
DEBUG,2016-6-12 12:20:49
INFO,2013-11-20 03:29:40
INFO,2017-12-18 02:28:19
INFO,2012-5-1 11:54:07
DEBUG,2012-6-28 07:25:36
DEBUG,2015-8-25 07:48:06
FATAL,2012-11-6 15:10:29
ERROR,2014-2-8 17:55:10
DEBUG,2012-9-23 09:21:29
DEBUG,2014-1-2 23:47:52
DEBUG,2012-7-10 08:16:51
INFO,2013-7-9 04:21:00
DEBUG,2016-1-5 18:54:40
DEBUG,2013-10-3 20:20:51
DEBUG,2013-9-21 04:43:37
FATAL,2014-11-9 05:24:05
DEBUG,2014-3-11 10:49:53
INFO,2016-2-18 16:05:03
DEBUG,2013-3-4 09:53:16
DEBUG,2017-11-20 20:35:38
INFO,2013-1-28 14:01:35
DEBUG,2014-6-27 08:25:55
INFO,2014-3-16 01:35:00
DEBUG,2015-10-21 18:38:31
ERROR,2016-3-16 06:21:20
INFO,2017-3-25 13:30:07
WARN,2017-3-27 04:38:45
INFO,2015-3-22 22:49:40
DEBUG,2013-11-13 16:52:53
INFO,2014-7-24 22:52:24
INFO,2013-12-20 05:52:24
DEBUG,2016-8-28 23:40:03
DEBUG,2017-10-28 17:43:27
WARN,2014-10-13 18:23:07
DEBUG,2017-2-18 02:32:19
WARN,2015-6-6 21:59:46
DEBUG,2012-1-13 19:00:41
INFO,2014-8-23 13:36:01
DEBUG,2013-3-5 05:55:06
DEBUG,2015-1-14 02:11:00
DEBUG,2017-9-16 11:00:36
ERROR,2013-1-1 18:35:27
DEBUG,2015-8-9 00:56:37
DEBUG,2017-7-26 19:26:56
INFO,2012-9-4 06:23:01
INFO,2015-1-28 06:17:24
DEBUG,2015-9-12 08:02:17
INFO,2015-8-11 06:22:17
INFO,2014-3-8 23:17:35
ERROR,2015-12-27 05:35:39
INFO,2014-4-10 05:41:50
INFO,2015-11-15 02:51:36
DEBUG,2016-10-27 05:21:29
DEBUG,2014-3-21 11:09:47
INFO,2014-9-19 20:48:39
WARN,2012-1-10 09:10:21
DEBUG,2015-12-11 22:39:21
WARN,2014-5-15 12:47:42
WARN,2017-8-3 14:50:29
DEBUG,2013-3-2 05:19:49
INFO,2016-7-15 01:32:28
INFO,2015-7-22 04:00:11
DEBUG,2016-12-16 22:29:45
INFO,2014-7-16 03:43:38
DEBUG,2014-8-8 00:56:52
DEBUG,2017-4-7 21:23:43
DEBUG,2013-6-13 21:05:41
INFO,2014-1-25 06:03:45
DEBUG,2016-9-23 22:33:39
DEBUG,2014-3-26 21:44:50
INFO,2016-3-13 08:27:57
DEBUG,2016-3-17 23:10:54
DEBUG,2014-9-8 00:15:59
DEBUG,2013-5-4 13:28:11
DEBUG,2014-9-19 12:42:00
DEBUG,2016-2-23 23:31:03
DEBUG,2016-1-25 17:20:04
DEBUG,2017-9-13 01:44:49
ERROR,2012-6-12 08:26:53
INFO,2013-12-25 19:58:01
INFO,2015-7-26 16:38:08
INFO,2016-11-2 18:58:52
DEBUG,2013-2-19 03:39:42
DEBUG,2015-6-19 08:15:20
DEBUG,2015-3-15 18:43:40
DEBUG,2014-9-8 23:24:54
DEBUG,2012-1-18 05:36:59
INFO,2012-3-15 18:04:38
INFO,2013-10-19 23:26:26
INFO,2015-4-27 11:36:29
DEBUG,2015-11-18 01:52:20
INFO,2017-6-15 18:41:45
INFO,2015-1-14 23:34:11
WARN,2013-12-19 07:26:03
DEBUG,2014-6-12 19:00:59
DEBUG,2012-6-7 11:01:41
INFO,2016-4-1 11:39:34
INFO,2016-4-9 00:36:14
DEBUG,2016-10-8 23:43:17
INFO,2017-8-6 23:19:38
DEBUG,2013-8-17 03:32:46
DEBUG,2014-1-26 20:34:02
DEBUG,2015-7-4 18:43:47
DEBUG,2012-7-18 05:08:27
WARN,2014-10-10 14:58:57
DEBUG,2012-7-26 21:13:43
INFO,2012-11-4 04:11:51
INFO,2015-8-13 21:40:32
DEBUG,2016-3-14 19:15:43
DEBUG,2013-4-21 05:42:16
DEBUG,2015-11-6 23:38:09
DEBUG,2012-4-17 10:39:59
INFO,2015-2-25 12:09:03
INFO,2016-12-2 11:42:08
DEBUG,2014-6-27 14:20:07
DEBUG,2017-1-2 01:33:03
INFO,2014-7-17 14:22:47
INFO,2016-12-7 23:53:47
DEBUG,2017-4-2 09:29:41
INFO,2015-5-26 21:38:17
DEBUG,2013-2-11 00:13:08
DEBUG,2016-4-19 05:14:48
DEBUG,2017-2-3 06:09:09
ERROR,2015-2-12 03:39:50
INFO,2015-8-26 20:02:43
DEBUG,2017-10-2 10:08:15
DEBUG,2014-7-28 15:58:44
DEBUG,2017-2-12 19:35:46
INFO,2017-11-2 13:33:30
DEBUG,2016-5-25 06:35:09
DEBUG,2013-1-22 19:17:42
DEBUG,2017-4-10 00:26:36
DEBUG,2017-10-10 21:12:35
INFO,2014-10-18 00:22:27
DEBUG,2012-4-6 00:18:27
WARN,2014-5-2 06:01:42
DEBUG,2013-6-4 09:47:57
WARN,2012-10-28 15:18:11
DEBUG,2012-12-17 05:47:59
INFO,2014-2-12 09:30:30
DEBUG,2016-11-21 21:29:43
DEBUG,2014-2-21 08:38:48
ERROR,2013-4-20 07:41:29
INFO,2012-4-16 09:39:12
INFO,2016-8-21 01:54:06
INFO,2013-8-27 03:22:42
DEBUG,2012-11-24 18:06:10
DEBUG,2012-10-2 07:10:30
DEBUG,2016-2-13 09:30:20
WARN,2015-2-23 22:09:34
INFO,2012-1-15 15:17:20
DEBUG,2016-4-9 19:04:44
INFO,2017-11-12 12:31:03
INFO,2012-3-10 17:38:41
DEBUG,2016-8-3 18:45:18
DEBUG,2016-7-16 18:59:26
WARN,2013-8-14 21:25:20
DEBUG,2017-3-21 12:44:17
DEBUG,2014-3-6 05:27:34
INFO,2012-5-27 06:01:24
WARN,2015-4-2 05:29:51
ERROR,2016-12-8 00:06:08
DEBUG,2014-7-25 01:42:28
DEBUG,2016-3-10 20:51:38
DEBUG,2016-9-28 18:15:44
DEBUG,2016-3-28 00:06:51
DEBUG,2012-3-8 11:40:33
DEBUG,2017-7-1 13:14:40
WARN,2012-9-5 12:13:42
DEBUG,2017-9-24 19:37:58
DEBUG,2014-8-7 05:51:24
INFO,2015-5-14 13:23:57
DEBUG,2012-3-22 00:12:38
DEBUG,2013-10-8 00:21:03
DEBUG,2012-7-6 17:26:45
INFO,2014-9-11 04:49:06
DEBUG,2015-8-20 06:45:36
DEBUG,2013-11-24 15:10:20
DEBUG,2013-8-8 08:36:57
INFO,2016-5-21 16:14:23
INFO,2016-9-2 21:21:15
ERROR,2017-7-6 00:09:42
DEBUG,2013-2-18 03:24:18
WARN,2016-9-7 22:22:09
DEBUG,2012-10-9 16:24:23
INFO,2017-6-26 08:40:03
DEBUG,2017-7-2 20:19:38
DEBUG,2017-9-24 06:12:18
DEBUG,2015-3-19 13:39:22
DEBUG,2014-6-24 03:00:12
DEBUG,2015-1-25 04:48:22
FATAL,2016-11-24 14:15:14
INFO,2014-2-14 05:42:13
INFO,2013-7-9 07:52:51
ERROR,2015-8-5 20:59:13
DEBUG,2013-9-7 17:42:45
WARN,2015-5-16 15:04:31
DEBUG,2016-11-16 22:37:32
INFO,2015-1-6 06:45:04
INFO,2015-12-8 11:08:21
INFO,2012-9-11 23:40:24
DEBUG,2012-6-28 03:04:55
INFO,2015-2-14 13:16:20
INFO,2013-10-7 09:31:46
INFO,2015-1-10 09:25:43
INFO,2015-5-25 11:26:42
INFO,2013-1-7 02:59:28
WARN,2015-5-24 14:27:02
DEBUG,2012-12-10 19:10:00
DEBUG,2012-4-13 14:52:56
DEBUG,2017-4-7 15:55:50
INFO,2016-2-18 22:25:01
INFO,2014-3-25 19:51:58
ERROR,2017-12-21 21:26:24
INFO,2012-6-23 07:46:09
DEBUG,2012-12-28 13:56:05
DEBUG,2012-5-26 23:27:19
DEBUG,2013-9-19 08:15:26
INFO,2015-11-24 03:45:28
DEBUG,2013-6-20 11:32:53
DEBUG,2012-4-8 17:08:12
ERROR,2016-2-15 06:44:56
DEBUG,2016-1-23 03:49:52
DEBUG,2016-12-27 01:57:31
INFO,2014-12-10 13:08:00
INFO,2014-6-7 21:30:59
DEBUG,2012-9-6 14:55:27
DEBUG,2014-5-11 09:05:25
DEBUG,2015-9-24 14:13:29
INFO,2014-3-9 03:22:05
DEBUG,2015-12-3 16:15:30
DEBUG,2012-1-19 17:07:29
DEBUG,2014-5-21 15:05:43
INFO,2015-11-19 16:57:35
DEBUG,2013-4-19 21:34:15
WARN,2015-3-14 22:12:01
INFO,2012-3-1 19:58:21
WARN,2014-8-14 05:18:56
DEBUG,2017-11-1 01:42:45
INFO,2012-6-1 01:21:29
DEBUG,2015-10-9 01:56:43
DEBUG,2012-8-26 08:20:24
DEBUG,2017-11-25 00:18:37
WARN,2015-10-3 07:31:34
DEBUG,2013-2-12 03:27:58
INFO,2017-4-20 05:32:27
ERROR,2015-9-15 21:04:25
DEBUG,2014-2-13 13:40:23
INFO,2012-3-10 07:03:56
WARN,2017-1-8 14:41:15
WARN,2013-4-27 14:53:05
DEBUG,2017-9-25 07:28:16
INFO,2017-12-18 03:04:52
INFO,2012-9-26 13:53:16
INFO,2013-12-4 00:28:17
DEBUG,2016-8-18 05:55:21
DEBUG,2016-12-14 23:43:36
DEBUG,2017-5-3 01:23:41
INFO,2012-7-21 07:06:57
INFO,2016-11-21 22:39:36
DEBUG,2013-8-2 11:27:16
DEBUG,2013-11-8 15:38:04
INFO,2016-8-19 07:05:13
WARN,2016-1-11 06:32:02
INFO,2012-1-11 03:46:25
DEBUG,2017-8-5 11:27:16
DEBUG,2012-2-13 23:23:03
DEBUG,2014-1-2 22:00:58
DEBUG,2017-8-24 05:04:30
WARN,2014-1-1 02:50:09
DEBUG,2012-5-25 17:01:39
ERROR,2017-12-20 22:28:17
WARN,2012-11-14 02:35:24
DEBUG,2017-5-6 03:12:09
DEBUG,2015-1-18 15:21:05
DEBUG,2013-4-24 15:14:22
INFO,2017-7-3 15:50:53
INFO,2016-11-5 02:37:02
DEBUG,2017-12-9 12:52:53
INFO,2012-5-18 05:54:48
INFO,2016-2-28 05:54:46
DEBUG,2016-8-7 20:40:34
INFO,2012-7-28 10:36:37
DEBUG,2017-12-27 01:41:52
WARN,2013-10-28 07:53:43
DEBUG,2016-3-5 12:35:27
DEBUG,2012-6-23 23:29:24
DEBUG,2016-4-24 18:36:57
WARN,2017-12-8 02:00:53
DEBUG,2016-11-23 22:35:17
INFO,2016-9-19 12:20:02
DEBUG,2017-4-18 06:22:07
INFO,2013-7-2 17:07:22
DEBUG,2017-10-8 20:32:09
INFO,2015-3-28 10:12:21
INFO,2013-12-21 18:11:23
DEBUG,2017-6-28 06:38:50
INFO,2012-6-10 00:45:31
INFO,2015-12-15 20:30:00
INFO,2017-5-8 23:00:09
INFO,2017-11-6 14:02:33
INFO,2017-6-19 05:36:46
DEBUG,2014-10-2 13:30:35
ERROR,2014-10-12 15:49:15
WARN,2014-8-23 10:44:11
WARN,2016-8-13 16:24:10
DEBUG,2016-3-13 22:08:33
INFO,2017-1-17 21:13:32
WARN,2012-3-20 17:18:11
DEBUG,2014-9-24 18:56:09
DEBUG,2014-11-8 23:48:29
INFO,2013-8-1 16:11:00
INFO,2015-10-11 13:24:31
INFO,2015-12-18 00:59:46
INFO,2014-10-3 15:10:01
DEBUG,2015-3-5 13:59:39
INFO,2014-7-21 14:49:05
DEBUG,2012-10-6 03:05:15
INFO,2015-4-10 23:12:28
ERROR,2016-6-18 02:54:24
INFO,2017-10-18 05:03:44
ERROR,2013-10-13 00:23:14
DEBUG,2015-8-19 03:49:51
INFO,2017-1-16 01:16:32
WARN,2012-5-1 16:18:01
INFO,2012-11-26 14:19:48
DEBUG,2014-7-26 12:57:32
DEBUG,2013-11-10 23:09:18
WARN,2012-4-19 03:29:07
DEBUG,2016-8-18 11:50:28
DEBUG,2016-10-19 08:27:58
FATAL,2013-11-20 06:38:52
DEBUG,2014-3-12 02:36:46
INFO,2017-1-7 21:40:20
DEBUG,2012-2-27 07:38:25
INFO,2016-11-22 00:52:07
DEBUG,2013-5-5 01:15:23
WARN,2016-4-8 23:13:11
DEBUG,2016-7-6 07:36:31
DEBUG,2012-4-24 18:36:35
DEBUG,2012-3-16 23:17:29
WARN,2013-8-11 18:57:42
DEBUG,2016-6-5 17:48:56
WARN,2015-5-19 03:12:17
DEBUG,2014-9-2 17:17:27
INFO,2012-4-18 08:23:00
DEBUG,2013-12-11 23:31:37
DEBUG,2014-12-24 08:06:11
DEBUG,2013-6-11 08:35:06
FATAL,2017-11-12 18:57:39
DEBUG,2014-2-15 03:50:39
DEBUG,2017-6-24 09:33:33
DEBUG,2014-6-15 14:53:23
DEBUG,2015-8-26 07:48:31
DEBUG,2013-10-27 18:40:37
INFO,2012-7-17 10:03:20
DEBUG,2014-5-27 23:04:57
DEBUG,2015-12-19 03:16:31
DEBUG,2017-10-6 20:03:22
INFO,2013-3-1 09:15:30
FATAL,2015-11-21 16:40:57
DEBUG,2013-5-9 01:53:31
FATAL,2017-9-25 06:10:20
WARN,2016-6-16 16:19:06
DEBUG,2015-11-23 20:24:16
DEBUG,2016-9-18 15:17:10
DEBUG,2017-1-2 09:00:23
WARN,2017-4-17 18:27:47
FATAL,2016-11-24 07:12:27
WARN,2012-8-23 01:46:52
WARN,2013-6-28 17:46:05
DEBUG,2013-10-12 04:58:32
INFO,2013-11-3 18:41:30
INFO,2012-8-20 22:35:51
INFO,2017-2-23 22:08:44
INFO,2012-5-12 10:16:20
DEBUG,2015-9-25 16:10:05
ERROR,2015-2-18 11:54:37
INFO,2015-3-12 07:51:08
DEBUG,2016-9-26 19:42:00
DEBUG,2017-4-9 14:42:39
DEBUG,2017-8-27 13:39:13
DEBUG,2017-12-8 19:24:34
DEBUG,2015-8-21 07:35:15
FATAL,2017-11-17 12:40:11
DEBUG,2013-7-24 03:55:20
ERROR,2017-4-23 09:47:17
ERROR,2016-4-13 02:23:43
WARN,2012-2-22 10:16:22
INFO,2013-1-22 15:17:42
WARN,2012-11-6 21:35:51
INFO,2016-1-11 03:56:00
DEBUG,2015-9-7 03:53:02
DEBUG,2014-9-12 15:26:18
DEBUG,2013-11-8 02:13:48
ERROR,2012-12-8 08:47:20
DEBUG,2016-1-7 22:04:48
DEBUG,2012-8-15 10:44:25
DEBUG,2016-9-11 09:27:18
DEBUG,2013-4-22 21:20:39
DEBUG,2014-10-11 17:51:23
FATAL,2016-11-24 11:56:53
DEBUG,2016-12-4 19:37:35
ERROR,2013-3-14 05:07:52
ERROR,2012-7-16 17:42:54
INFO,2014-1-11 01:12:50
INFO,2015-6-23 02:52:04
INFO,2017-4-14 23:53:22
DEBUG,2015-9-18 06:14:05
DEBUG,2014-3-26 12:51:54
DEBUG,2013-10-6 17:11:28
WARN,2015-6-3 02:38:34
FATAL,2014-11-27 07:21:32
DEBUG,2017-11-23 18:40:02
DEBUG,2015-12-21 05:12:25
DEBUG,2015-7-14 19:09:57
INFO,2016-2-27 12:10:34
INFO,2015-8-27 03:27:34
DEBUG,2013-5-5 10:05:31
DEBUG,2017-9-15 09:51:01
DEBUG,2017-3-20 22:40:52
INFO,2014-4-15 17:35:21
INFO,2013-5-26 05:12:31
DEBUG,2012-6-11 12:42:38
INFO,2013-1-11 10:17:35
INFO,2014-11-23 23:53:35
DEBUG,2015-9-23 02:43:14
INFO,2016-10-11 17:13:05
FATAL,2012-11-4 00:23:51
INFO,2014-7-27 16:56:03
DEBUG,2016-2-25 01:50:51
DEBUG,2015-2-25 09:55:38
DEBUG,2014-12-10 14:34:59
DEBUG,2017-4-26 23:55:03
ERROR,2016-11-2 09:16:53
DEBUG,2017-5-16 01:47:04
DEBUG,2016-5-16 21:23:18
DEBUG,2014-10-27 07:56:07
DEBUG,2015-4-18 00:31:27
INFO,2013-2-17 21:01:20
DEBUG,2014-7-16 06:44:23
INFO,2017-10-21 09:44:31
INFO,2013-7-19 17:11:45
INFO,2013-1-21 05:16:54
INFO,2017-8-27 00:47:15
INFO,2015-8-20 06:59:02
DEBUG,2014-12-1 22:43:33
DEBUG,2013-12-20 22:42:07
DEBUG,2014-3-16 14:02:19
DEBUG,2013-4-18 15:20:07
INFO,2017-2-7 09:32:46
